,url,date,title,news
272,https://vbr.vu/news/ura-consults-on-vui-limiteds-preliminary-electricity-tariff/,2021-10-14 23:07:00,URA consults on VUI Limited’s preliminary electricity tariff,"The Utilities Regulatory Authority (the Authority) has issued its preliminary tariff determination of 45.49 Vatu/kWh for the Vanuatu Utilities & Infrastructure (VUI) Limited to apply to its electricity customers in Santo. This is an average price increase of 18.09% to VUI’s currently applied base tariff of 38.52 Vatu/kWh.VUI Limited is a fully-fledged concessionaire providing electricity services in accordance to its Concession Deed in the islands of Santo, Ambae, Vanua Lava and Maewo in the northern part of Vanuatu. VUI had lodged its tariff application file and request to the Authority on the 24th of August 2020. Since then a rigorous tariff review process eventuated where data and information exchanges took place between the regulated utility and the Authority. This is a first tariff determination for VUI Limited as a Concessionaire.The Authority’s 45.49 Vatu/kWh, preliminary tariff determination for VUI Limited, is:• Determined for a 3-year tariff period;• To be applied by VUI Limited to only VUI’s Santo electricity customers;• Allows a return on investments to the regulated utility for investments made during period from June 2019 to December 2020; and• Inclusive (partial cross-subsidization) of VUI’s cost of servicing outer service areas by VUI’s Santo electricity customers; customer contributions to the National Green Energy Fund (NGEF); purchasing of solar power from Independent Power Producers (IPP’s).Details of the Authority’s preliminary tariff determination is outlined in ‘URA’s Preliminary Decision and Notice of Request for Comments’ document which is available to the public in the Authority’s website (www.ura.gov.vu) and at the URA Main Office in Port Vila town and Northern Branch Office in Luganville town.The public is encouraged to provide its feedback on the Authority’s preliminary tariff determination of 45.49 Vatu/kWh and also to attend consultation meetings to be held throughout Santo from Monday, 18th of October 2021 to Friday 22nd of October 2021.Public consultation(s) in Vila, Efate, will be held in the week of Monday 25th October 2021.Written submission(s) from the public is accepted until close of business on Friday 29th of October 2021."
273,https://vbr.vu/news/vt992m-south-tanna-road-phase-iii/,2021-09-25 23:52:00,VT992M South Tanna Road Phase III,"By Anita RobertsThe construction of the 12km South Tanna Road Phase III, starting from where the second phase ended to Manuapen area, will now commence by the China Civil Engineering Construction Corporation (CCECC) at a cost of VT992 million.Construction works are expected to be complete after two years.The Minister of Infrastructure and Public Utilities (MIPU), Jay Ngwele, the Minister of Finance, Johnny Koanapo and the Managing Director of CCECC, Liang Qing, signed the agreement for works to start yesterday.CCECC has been granted with the contract through Competitive Open Tender.CCECC was also awarded with direct contract to upgrade the 3km road from Smet Area to the Port Vila Airport at the cost of VT318 million.The signing agreement for this road network upgrade also happened yesterday. The road will be upgraded with asphalt.CCECC is expected to complete works in one year.The Council of Ministers (COM) agreed for the tender of the design and construction of the south Tanna road phase III early this year.COM endorsed that supervisory, engineering and managerial roles are to be performed by the government through MIPU or any sub-contracted company.Minister Koanapo said the Ministry of Infrastructure and Public Utilities (MIPU) and the Ministry of Finance and Economic Management (MoFEM) are negotiating for the Malekula Road Phase III.CCECC is the main contractor for the Tanna Malekula Road Project which begin in 2015 under the Vanuatu Road Rehabilitation and Reconstruction Project.The Vanuatu Government, with the support of donor partners is committed to securing funds for essential infrastructure projects, said Koanapo.The government is faithful in repaying its project loans despite the current COVID-19 crisis, he added. The Tanna Malekula Road Projects are funded through loan arrangements.Other major road projects in Vanuatu include the Pentecost Road being constructed by CCECC and South Santo Road now in its design phase.He said the rollout of these projects are development milestones of the current which has reached its one year and five months in power.He thanked the hardworking staff of MIPU and the Public Works Department (PWD) for their efforts in delivering the projects.CCECC Managing Director Liang thanked the government for trusting the company to deliver the South Tanna Road Phase III.“We (CCECC) have been here for many years and we have a good relationship with the government and people,” he said.“I assure we will continue to support the country’s development and play our social responsibility to the society. Through these projects, we will be providing employment opportunities to the local people.”"
274,https://vbr.vu/news/titan-fx-celebrates-expansion-in-vanuatu/,2021-09-25 23:49:00,Titan FX celebrates expansion in Vanuatu,"On Wednesday this week, the Government and private sector gathered at Lolam House to discover Titan FX’s tastily redesigned offices. After 4 years of rapid growth, it was an opportunity for the team members to properly introduce the company to the community, explain what fintech is all about, and share their vision for the economy.Martin St-Hilaire, Managing Director said Titan FX is the first online broker physically based and operating in Vanuatu, and he hoped there will be more just like us. “We can say with pride that Titan FX started a whole new industry, the fintech industry, and we are confident it will grow. Fintech offers different kinds of jobs than other service industries like tourism. We widen the range of possibilities for current and future graduates here in Vanuatu,” St-Hilaire said.The Finance Manager of Titan FX, Justine Pikioune, further stated, “In just four years we’ve built a strong team of fintech experts in Port Vila. Most of us are native Ni-Vanuatu, others are either naturalized citizens or high-skilled foreign workers. This is our Global Headquarters and many functions are managed from here which include Finance & Accounting, Business Analysis, Compliance & Legal, and soon a full IT team.“Whenever there’s something we can’t do here, we hire service providers online. Every day we work with people in Australia, the UK, the US, Singapore, Japan, Vietnam, Israel, Lithuania. We are also spread across Vanuathwiht one colleague, Kevin Tari, who works remotely from his home using a Kacific dish.“It’s easy to collaborate across continents and cultures. Firstly, because we do everything with online software (the cloud), and also because we share the same values of teamwork, creativity, and continuous improvement. This culture is nurtured from here in Port Vila.”“Titan FX provides an online trading platform that allows people to speculate on the fluctuation of the price of various currencies, commodities, or company stocks. Our customers use our platform to buy and sell Contracts For Difference; they are a way of making short term trades without actually holding the currencies, commodities or stocks. We make money by charging a very small commission on every Buy and every Sell,” these were the remarks of Aurellia Karié, Business Analyst of the company.“It’s a niche market. But it’s a global market. Some estimate that about 3,000 companies like us exist worldwide and they serve about 10,000,000 customers.“In 2021, Titan FX averaged 5,000 customers placing 100,000 orders every single day on our main platform.“Since Titan FX started in 2014, we have been recognized in our industry as an honest, efficient, and reliable online broker, with outstanding customer support.“Our main competitors are spread globally and they target the same global clientele as us through the Internet. As we have access to the same cloud-based technology, we are not disadvantaged despite being physically far from the main active market.”Donna Titi, Head of Compliance said it wasn’t always the case, but today Vanuatu has a regulatory framework that’s both flexible for financial traders and very tough for financial criminals. That’s a good thing if one wants to see more businesses like Titan FX grow the local fintech sector.“Our compliance team is already the biggest in Vanuatu, and we will keep growing. Our job is to make sure Titan FX adheres to all domestic and international regulations,” Titi stressed.She continued, “As one of the 126 financial dealers licensed by the Financial Services Commission, we must report to the Financial Intelligence Unit and we are subject to Vanuatu’s AML-CFT Act. “And we need to meet the international requirements in the global fight against money laundering and the financing of terrorism – also called AML-CFT.“It’s important to note that our service is limited to online trading and nothing else; we do not give financial advice, nor allow the transfer of funds between parties.“This makes Titan FX much less at risk to be used by financial criminals than traditional financial institutions that are processing payment and facilitating inward and outward transactions with third parties.”James Hudson, General Manager said because Titan FX serves a global clientele, 100% of their proceeds come from abroad and “we can say with confidence that we bring wealth to Vanuatu.”Hudson continued, “We are investing part of our profits here. Titan FX sponsors many community initiatives in five strategic areas: Sports, Health, Education, Civic life, and Entrepreneurship. One of our biggest projects is to set up a computer coding school using a concept called CodeBoxx. It’s a 16-week Bootcamp to learn all the important basics with experienced teachers. After that, the students can complete their training and start a career in IT, some with Titan FX.“We want to keep doing more and more for the community, not only because it’s our duty as responsible corporate citizens but also because this is where we live with our families.”Martin St-Hilaire, Managing Director highlighted that Titan FX is the living proof that a local business can compete and win on the global stage in a cutting-edge industry. Our local operating expenses are about 200 million per year.“Now, imagine if there were 5 or 10 more fintech companies like ours combined spending would have a huge multiplier effect on the local economy.“It would provide world-class work experience to young Ni-Vanuatu graduates. Those who study abroad will be able to come back and start a fintech career here. And ten years later, they will have enough experience to train the next generation. And that’s how you create a whole new industry that’s competing on the world stage.“Titan FX embodies what can happen when the private sector, the regulators and the government work together collaboratively. We must keep going. When we work together, we can help move Vanuatu forward.”"
275,https://vbr.vu/news/ombudsman-recommends-termination-of-education-vnpf-scheme/,2021-09-24 23:31:00,"Ombudsman Recommends Termination of Education, VNPF Scheme","By Anita RobertsThe Ombudsman has recommended that the Member Education Support Scheme (MESS) established between the Ministry of Education and Training (MoET) and the Vanuatu National Provident Fund (VNPF) be terminated.Ombudsman Hamlison Bulu suggested MESS be terminated and have its terms and conditions negotiated. However, if parties insist on its continuation, they must seek approval from the Council of Ministers (COM).The second recommendation is for VNPF to continue its support for current recipients but avoid new recipients until the scheme is properly set up.Also, the MoET should concentrate on government scholarships and leave MESS to VNPF under its commercial arrangement.These recommendations were made following the Ombudsman’s investigation into whether MESS was established in accordance with the Government Act [CAP243].Investigations focussed on the conducts of the MoET and VNPF, the then Minister of Education, officials of the ministry involved, General Manager of VNPF and Board Members.When talking about the main findings of the investigation yesterday, Ombudsman Bulu revealed that the then minister was so focussed on the objective of the scheme that he became “careless and negligent”.“He is required under the Government Act to take MESS, as a significant policy, before the cabinet for approval. He has failed to comply with the law when introducing MESS,” the Ombudsman said.“The then Minister and MoET failed to carry out consultations with stakeholders and to obtain approval from the Council of Ministers (COM), breaching requirements of the Government Act.“The VNPF GM failed to consult members and other stakeholders before finalising the MESS Policy. The board as the trustee of the fund has obligation to act honestly, responsibly and in good faith in every decisions and actions.“The lack of proper consultation with stakeholders and agreeing to internal policies and guidelines with MoET to guide MESS implementation, in my view, breach the duty of care for the board as trustee of the fund.”Investigations further reveal MESS was not approved by the Development Committee of Officials (DCO) and the Council of Ministers (COM).Under MESS, students are offered with a loan to meet financial needs and will repay with an interest rate once they complete studies and secure employment.VNPF is covering most of the expenses for students eligible for the Vanuatu government scholarship scheme-tuition fee, airfares and accommodation, while the National Scholarship Office is providing allowances under the scheme.The Memorandum of Understanding (MOU) formalizing the establishment of MESS was signed by the former Education Minister, Jean Pierre Nirua and VNPF GM, Parmod Achary, early last year.The Ombudsman concluded in its investigation that the MOU is invalid, as it was enforced in breach of the requirements of Government Act.The investigation report is available at the Ombudsman Office for public."
276,https://vbr.vu/news/business-training-for-northern-ward-women/,2021-09-25 23:46:00,Business training for Northern Ward Women,"By Hilaire BuleNine mothers from the Northern Ward in Port Vila have undertaken a business training in an attempt to improve the standard of their living at home, as the country is facing the impact of the COVID-19 pandemic.They received their certificate from the Chamber of Commerce and Industry (VCCI) after a two-week training in budgeting, planning, profit and expenses.President of the Northern Ward group of women, Emmy Tevi Siro told Daily Post that the mothers represented different communities in the Northern Ward, regardless of their political and religious affiliation.With the competition of their training, they will go back to their different communities and teach the others. Mrs. Siro said these mothers usually sell VT20 food at different kava bars in the Northern Ward, but the Covid crisis took its toll on them and they had to find other means to survive.She thanked their teachers for transferring their knowledge in business to them. She said during their training they learn a lot and have discovered new horizons in the business world and they have become more business minded.Two Bangladeshis also joined the mothers in the training, to help them in their business as street vendors"
277,https://vbr.vu/news/ccecc-supports-academic-programs/,2021-09-25 23:40:00,CCECC supports academic programs,"By Jason AbelThe China Civil Engineering Construction Corporation (CCECC) yesterday sponsored the Central Secondary School (CSS) Chinese cup speech competition, with a total of VT168,000 towards the prize awards.CCECC is well known for major infrastructure projects in Vanuatu and is venturing into the educational sector to support Ni-Vanuatu students studying Chinese language in CSS.The cooperation saw CCECC assisting the first, second and third place prizes by sponsoring each student with school fee payments for one school term.CSS Principal, Mr George Willietien said that students are realizing the opportunities and are showing their interest.The Chinese cup speech competition saw 14 participants taking up the stand and presenting a speech in mandarin. While CSS is the only secondary school engaging in Chinese language classes within its curriculum, the government has also opted to implement the program into all government schools as well, if requested.CSS Chinese class teacher, Mr. Chao said the academic program is getting better each year and he is proud of the students’ motivation. He added that with the China government providing scholarships in Chinese language, the course will enable students to speak fluent Chinese in advance before attending studies.All students were judged under six criteria: appearance, message, tone, speech, crowd, and understanding by a CSS teacher, CCECC officials and the Chinese Embassy counselor, Jiang Pu.CCECC Director Liang Qing acknowledged all participants for their courage to participate.“I am pleased to see how you all demonstrated your remarkable learning abilities,” he said.“This is the second speech competition since CSS establishes sister relationship with the Beijing Yangfangdian Central school. The importance goes beyond the competition itself. It will promote international communication and progress more opportunities in your life.“The competition is important for students to experience Chinese cultures, language, and the system of teaching.“I wish all students the very best in the future.”Counselor Jiang applauded participants, adding that the Vanuatu government is looking in signing an agreement in implementing Chinese language classes in all government schools.He stated when borders reopen, they will assist students in educational trips and scholarship programs to China."
278,https://vbr.vu/news/south-sea-cargo-welcomes-new-addition-to-fleet/,2021-07-20 00:22:00,South Sea Cargo welcomes new addition to fleet,"South Sea Cargo (SSC), with its commitment to supporting Inter Island Logistics, has welcomed a new addition to its fleet.“South Sea Cargo began operations about 18 months ago as a start-up to support our Outer Island Communities by improving supply chain solutions, and we’re now operating 3 x Side Lifters, 1 x Ice Box Truck and 3 x Forklifts, it’s been a crazy ride with a lot of hard work.“We started right before COVID hit and it’s been a challenging journey to be able to keep running and providing container movements throughout the islands. What we’re trying to do is commercialize the supply chain, getting products more cost effectively to and from the Outer Islands and also support our Agricultural Producers getting their products to market.“If we can increase containerized goods we can also build more export opportunities, via both IPDS and NISCOL operations as well. To date, we have touched 12 of the 83 Islands with Containers from Tafea to Torba, ranging from Project Support to General Cargo Operations and we currently do regular runs to Tanna, Port Vila, Malakula and Santo, but let us know if you’ve got freight because we have a Landing Craft and other barges as well,” says SSC Manager, Anthony Tonner.SSC Director John Tonner, adds the arrival of this latest truck in the fleet comes at a critical time for the company.“With the National Economic Recovery Plan focused on the Agricultural Sector, the Team is running hard to support the efforts by Producers to increase production and marketability of their crops,” he says.“The Vanuatu Government has assisted our latest investment expansion with Import Duty Exemptions and that’ll directly assist supply chain solutions to the Outer Islands.“Safety and Environment are very important to our organisation and by utilizing the containers we are also moving Diesel Fuel and other Bulk Products safely and with greater environmental protection. We’re in this for the long run so providing improved cost-effective services to remote communities and protecting our Island Paradise are foundation objectives of our everyday focus.“Steelbro, a container handling company in New Zealand, have also been vital empowering us to achieve this expansion by supplying us with our latest truckmounted Sidelifter and have been with us through our journey from the beginning, and we still have a way to go yet. Steelbro were very supportive by tailor-making solutions to meet our needs and always going above and beyond to assist us, ensuring we can always rely not only on their products, but also on their service.“One of South Sea Cargo’s most adhered to rules is the safety of those working with and around us, and the greatest way in which we can ensure we achieve this is through the safety of our tools and equipment. Steelbro’s truckmounted Sidelifter are exceptional and excel all our needs in being durable, efficient, and most importantly, safe.SSC is excited for the new opportunities and ways of expansion that the truckmounted Sidelifter will help to provide for the operations throughout Port Vila and the outer islands of Vanuatu."
279,https://vbr.vu/news/gps-platform-to-enhance-safety-of-vessels-at-sea/,2021-07-17 14:02:00,GPS platform to enhance safety of vessels at sea,"By Anita RobertsA total of 22 domestic ships in Port Vila and Luganville will soon be installed with a Global Positioning System (GPS) tracking platform to enhance safe operations at sea.Launched by the Minister of Infrastructure yesterday, the GPS tracking system developed by local company, GPS Vanuatu, will allow the Office of Maritime Regulator (OMR) to monitor in real time detailed data during navigations.The system allows OMR to effectively track and monitor ships anywhere and anytime, enhancing the safety of crew members and passengers. All essential information about the vessel movements are automatically provided on charts.Minister Jay Ngwele said having the tracking tool is crucial when there are incidents in the open sea.“The safety of crew members and passengers is paramount,” he said.There are still much work to be done on strengthening safety such as ensuring ship owners have appropriate insurance for their ships, the minister added.Director General (DG) of the Ministry of Infrastructure and Public Utilities (MIPU), Johnson Binaru, said the ministry will be working with ship owners to address their concerns.He also commended GPS Vanuatu for its partnership in enhancing the security and safety of vessel operations.The company’s IT Technical Manager, Edward Rory McGauire, Marketing Manager Heinzlar Aruliliu and General Manager Roy Harry were present during yesterday’s launching and gave a brief on how the monitoring system worksActing Maritime Regulator, Kembro Manderson, conveyed that some ships are already using the GPS platform.He said OMR wants to see that the monitoring tool is also applied to smaller boats throughout the country."
280,https://vbr.vu/news/new-report-shows-pacific-surpasses-global-averages-for-womens-representation-in-business-leadership/,2021-09-25 23:37:00,New Report shows Pacific Surpasses Global Averages for Women’s Representation in Business Leadership,"Gaining access to leadership positions can be challenging for women, but there are increasing opportunities for women to lead in business in the Pacific, according to a new report from the Pacific Private Sector Development Initiative (PSDI), a technical assistance program undertaken in partnership with the Asian Development Bank and the governments of Australia and New Zealand.Leadership Matters: Benchmarking Women in Business Leadership in the Pacific collects and analyzes women’s business leadership data across 14 Pacific countries, establishing a baseline for women’s representation in senior business leadership—including in state-owned enterprises—and comparing these findings to global averages and the representation of women in political leadership in the Pacific.“The report suggests a bright picture in the Pacific business community, where women’s representation in leadership exceeds global averages in many measures,” said the report’s author, PSDI Economic Empowerment of Women Expert, Sarah Boxall. “This is a welcome finding, given the Pacific has among the lowest rates of women’s representation in politics in the world and is often seen as a region where women are afforded few leadership opportunities.”The report highlights the importance of these positive findings, given the global links between the representation of women in leadership and improved business performance, productivity, and profitability. It also emphasizes the need to increase diversity in leadership to optimize economic growth and the private sector’s capacity to lead economic recovery from COVID-19—a focus of PSDI’s work in the Pacific.The report finds that the Pacific compares favourably with global averages in many measures of business leadership. Women hold 21% of board seats and 11% of board chairs in the Pacific, well above the global averages of 16.9% and 5.3%, respectively. Women also hold 13% of chief executive officer (CEO) positions in the Pacific, but only 4.4% globally.The percentage of women in leadership roles varies considerably by country and sector. The Cook Islands, Palau, Samoa, and Tuvalu stand out as having higher proportions of women directors and CEOs than most countries in the region. When the data is examined by sector, tourism leads the way as the only sector to exceed the Pacific regional average in every category of leadership. In the region’s private sector tourism organizations, women comprise 18% of board chairs, 60% of deputy chairs, 28% of directors, and 50% of CEOs.“Although the Pacific is doing well compared to global averages, it is important to remember that these low global figures reflect ongoing and widespread inequalities,” continued Ms. Boxall. “What needs to be strived for is equal representation in leadership in all countries and in all sectors.”To guide the development of evidence-based policy that encourages and supports women’s business leadership, the report offers a comprehensive set of recommendations aimed at cultivating a better understanding of the structural barriers faced by women; establishing supportive policies, practices, and incentives; and monitoring women’s representation in leadership over time.PSDI supports the Asian Development Bank’s 14 Pacific developing member countries to improve the enabling environment for business and to achieve inclusive, private sector-led economic growth, including through reforms designed to enhance the economic empowerment of women."
281,https://vbr.vu/news/govt-and-private-sector-co-host-sub-regional-climate-change-workshop/,2021-09-25 23:45:00,Gov’t and private sector co-host sub-regional climate change workshop,"The Government of Vanuatu, through the Ministry of Climate Change Adaptation (MoCCA) and the Vanuatu Business Resilience Council (VBRC) co-hosted the Melanesia Sub-regional Private Sector Workshop on Climate Finance in Port Vila this week, with the Pacific Islands Forum Secretariat in Fiji.This is the first collaboration of its kind between the Government and Vanuatu’s private sector in terms of climate financing.The meeting aims at providing a platform for businesses and the Green Climate Fund National Designated Authorities (NDA) of the five countries Melanesian (Fiji, New Caledonia, Papua New Guinea (PNG), Solomon Islands, and Vanuatu) to increase their awareness and access to climate finance and options for Public Private Partnership (PPP) and investment.In his opening remarks, the Minister of Climate Change Adaptation, Bruno Leingkone, outlined three points that were expected to be achieved through the workshop.These include providing a platform for key stakeholders to come together and update each other on pertinent issues related to the current pandemic and climate change and how we can work together to address the challenges and achieve better outcomes; learning from each other’s expertise and skills; and to strategize by identifying the different roles of the public and the private sectors, and most importantly the key issues to elevate at the sub-regional level and approaches that will ensure that the objective of the sub-regional workshop are met.The Minister encouraged frank and genuine interactions among all workshop participants.He continued that the first Melanesia workshop in PNG highlighted the need for the private sector to share their valuable contributions that require support from national government; have more capacity building for project proposal writing for small to medium enterprises; increased awareness on roles of NDAs and accredited entities for a targeted approach, and leverage funding capacity of private sector and be engaged at the beginning of the project development cycle.Minister Leingkone revealed that the MoCCA supported VBRC to access readiness support funding from the Green Climate Fund.VBRC is an accredited Green Climate Fund observer, and it is an observer in the National Advisory Board on climate change, Climate Finance Working Group and Climate Diplomacy Taskforce.It has requested funding support for technical assistance to build the private sector capacity in terms of project proposal writing and identifying private sector opportunities to access climate financing.A Public Private Partnership Policy is currently being developed to guide all PPPs in the climate change sector.The Director General (DG) of the MoCCA, Esline Garaebiti Bule, was present at the workshop, including directors and senior staff of the Ministry, together with the VBRC members and other members of the private sector.Chairman of the VBRC, Mr. Glen Craig also co-chaired sessions of the meeting.Other opening remarks delivered included Dr. Filimon Manoni, Deputy DG of the Pacific Islands Forum and Mr George Hoa’au, Acting DG of the Melanesian Spearhead Group Secretariat.Deputy DG Manoni said while the private sector plays a key role in building the resilience of communities in the Pacific, they continue to remain peripheral, in the context of climate change finance.“This is not necessarily unique to Melanesia, but does highlight that there is room for significant improvement,” Dr. Manoni said.“At the global level, the private sector is seen as key to unlocking private investments towards cleaner and greener economies, including building back better post COVID-19.“But this needs enabling conditions which requires government support and leadership. The private sector has the innovation, the tools and the financing to support our development aspirations as individual nations and together as a region.“They are also a source of employment, so contribute to the social stability of any country. They can also be an agent of change for possible cutting-edge solutions.“Our presence here is our commitment to exploring these opportunities together in ways and means that do unlock those possibilities.”This is the second meeting for Melanesia’s sub-regional private sector workshop on accessing climate finance after the first meeting was convened in Port Moresby, PNG, in 2018."
282,https://vbr.vu/news/vnpf-to-turn-former-club-vanuatu-into-shopping-mall/,2021-07-24 22:48:00,VNPF to turn former Club Vanuatu into Shopping Mall,"By Anita RobertsThe Vanuatu National Provident Fund (VNPF) is looking at demolishing the former Club Vanuatu building in town and turning it into a shopping mall.Last year, VNPF awarded Island Construction Ltd with a Vt80 million contract to undertake exterior renovations on the building.The plan was for the National Bank of Vanuatu (NBV) to occupy the building once works are done.However, works were later stopped due to structural issues which requires re-designing. The work was retendered and was supposed to be completed by another contractor but did not eventuate.Several contractors bid for the project but their offers were too costly, said the General Manager (GM) of VNPF, Parmod Achary.“We are looking at demolishing the existing building and then advertise for Expression of Interest for contractors to build a shopping mall or food court once the concept is approved by the board,” he conveyed yesterday.“VNPF has not been receiving any income from the property since it was purchased but money was spent on maintenance and security.“We have to be careful as to what kind of investment we make out of the property. We are looking at the option of securing an anchored tenant.”GM Achary said VNPF is exploring other options of reviving the investment.He said they will relook into the proposal of making the former Club Vanuatu become the new home for NBV.Purchased at Vt300 million, former Club Vanuatu building is one of the handful of VNPF’s failed investments. It has not been generating revenue since it was approved by the VNPF Board in 2013.Reviving VNPF’s failed investments to bring back lost funds owed to the members has been a main priority of the current VNPF management and board.Other investments considered non-performing and / or under-performing by the Commission of Inquiry includes Wilco Properties, VNBR, Customs land- Koyama ,Pekoa Land, Nambatu Lagoon Property, Interchange Ltd, Egan Land and Banian Subdivision (Santo), Bouffa Limited, Milai Farm, Nasama Resort, CL Agencies, NBV Building and NBV Shareholding, Bouffa Ltd, SPOL Equity and SPOL Vanuatu Venture (Shark Bay) A few of them have been revived by the current VNPF Management and Board"
283,https://vbr.vu/news/embrace-e-commerce-faivre/,2021-07-17 14:08:00,Embrace e-commerce: Faivre,"By Charles HakwaVanuatu Post Ltd (VPL) Board chairman, Daniel Faivre is encouraging everyone to share their ideas and help change e-commerce.Hailing the change in the way of trade, the VPL chairman said e-commerce is not new to business in Vanuatu.Faivre made the remarks at the recent e-commerce symposium. He says opportunities need to be shared with national leaders as they will drive change for the country. He says these days Vanuatu is becoming more, digitally driven and this gives equal access to a favorable environment for trade.Faivre says Vanuatu has reached its tipping point thus everyone must all embrace this technology to provide better customer care based on the customers’ needs and environment.Chairman Faivre says VPL is proud to sponsor the symposium and he is encouraging all businesses to go online and help change e-commerce, as the Prime Minister says, “by Ni-Vanuatu, for Ni-Vanuatu.”Faivre acknowledges other sponsors of the symposium and he assures that VPL will continue to enhance e-commerce for all Ni-Vanuatu.Vanuatu Chamber of Commerce and Industry (VCCI) President, Antoine Boudier says Vanuatu must not be left out and that local businesses need to advertise their products online.Boudier says at the moment Vanuatu does not have any international tourists, however that is the past.Boudier says e-commerce is a new avenue and VPL has opened up more branches throughout the islands to cater for these changes. He says VCCI strongly supports and encourages all businesses to go digital.Boudier thanks the Ministry of Finance and Economic Management and the Ministry of Infrastructure and Public Utilities for their contribution to the symposium."
284,https://vbr.vu/news/video-highlights-enhanced-pacific-aviation-regional-collaboration/,2021-09-24 23:34:00,Video highlights enhanced Pacific aviation regional collaboration,"A short video released by the Pacific Aviation Safety Office (PASO) this week highlights the enhanced regional collaboration to resolve pressing Pacific aviation challenges and achieve needed safe and secure air connectivity.The three-minute video clip was produced for the recent Regional Aviation Minister’s Meeting (RAMM) by PASO with the support of the Governments of Nauru, Papua New Guinea, and Samoa, the International Civil Aviation Safety Organisation (ICAO), the Pacific Tourism Organisation (SPTO), Civil Aviation Safety Organisation of Australia (CASA), Airports Vanuatu Limited, and Air Tahiti Nui in late June.It explores the complex challenges facing the Pacific realising a safe, secure, and economically viable aviation sector and makes the case for change to achieve a better future for Pacific people.“This year’s Regional Aviation Minister’s Meeting resulted in the Port Moresby Declaration on Aviation Safety and Security. This charts the way forward to successfully work together to overcome these obstacles and achieve a more resilient aviation sector,” said PASO General Manager, Mr. Andrew Valentine.Pacific aviation is recognised as an essential driver for economic development and social wellbeing.Regional and international air connectivity enables tourism and trade, and provides access for healthcare, education, and urgent humanitarian relief.COVID-19 has magnified economic challenges throughout the Pacific, by closing borders and impacting on the aviation sector. The region faces significant air transport challenges with restarting post-COVID, meeting international aviation compliance obligations, harmonising regional policy and increasing advocacy, achieving sustainable funding arrangements, and responding to emerging issues.The impact of the COVID-19 pandemic on the aviation sector and the Pacific’s social and economic recovery is presented in the video as an opportunity to review and refocus how Pacific States collaborate to overcome these issues."
285,https://vbr.vu/news/vanuatu-to-become-more-popular-among-mainland-chinese-hong-kong-investors-once-it-allows-property-investment-for-residency-passport/,2021-09-25 22:57:00,"Vanuatu to become more popular among mainland Chinese, Hong Kong investors once it allows property investment for residency, passport","Investors cannot currently buy homes or property for residency or passports in VanuatuThe island country is already popular for its low taxation and low threshold for Vanuatu passportsThe island country, which is an about two-and-a-half-hour flight away from Sydney in Australia, is already popular for its low taxation and low threshold for Vanuatu passports. A married couple can obtain these passports – holders can obtain visitor visas upon arrival in 123 countries, according to Vanuatu Immigration and Passport Services – for as little as US$150,000 plus fees.“A real estate option could make Vanuatu citizenship even more appealing by enabling one to invest in an asset ratherthan simply handing over a fee,” said Georg Chmiel, co-founder and group executive chairman of property portal Juwai IQI.Hongkongers fleeing in wake of 2019 protests, national security law boost overseas property markets from UK to CanadaCurrently, investors cannot buy homes or property for residency or passports in Vanuatu. The country is, however, working on a real estate option, which will enable applicants to invest in projects that contribute to the country’s development. The legislation was passed in April, and the government is currently working out exactly how the programme will work, including the time to launch and investment size.“The devil is in the details, so it is impossible to predict how popular the new option will be until we see the rules,” Chmiel said.Investment in Vanuatu property by mainland and Hong Kong buyers decreased by more than 60 per cent last year because of closed borders and loss of tourist income, which meant rents were no longer economical, according to Juwai IQI data. “Within three years, we expect it to be back to the levels of 2019, barring significant changes in the investment environment,” Chmiel said. Chinese investment was nearly nil in 2014 and climbed to a relatively high level by 2017, and stabilised somewhat in 2018 and 2019, he added.Chinese families were acquiring Vanuatu passports because they were easy and inexpensive to acquire and allowed their Children to obtain places in highly competitive schools at home more easily, Chmiel said. The island country is also considered a tax haven, as it has no personal or corporate taxes, estate tax or capital gains tax."
