,LOC,ORG,GPE,WORK_OF_ART,url
4134,,"NEOC, Camp Management Sector Committee, the Solomon Islands Government, CMSC","Philippines, the Western Province",SIG Quarantine Stations,https://www.solomonstarnews.com/graduates-from-sig-quarantine-stations/
4135,,ULUTAH GINAGIZO NEWS BUREAU,"Noro, New Georgia, Western Province, Munda, PM",,https://www.solomonstarnews.com/tuna-town-to-host-west-2nd-appointed-day/
4136,,"PS, the Ministry of Police, National Security, Correctional Service, the Correctional Service of the Solomon Islands, CSSI, the Correctional Service of Solomon Islands, Correctional Institution",,,https://www.solomonstarnews.com/new-correctional-graduates-told-to-be-role-models/
4137,,"Gizo Community High School (GCHS, Education Inspector, the Western Education Authority, the school board, The Western Education Authority",Western Province,,https://www.solomonstarnews.com/gizo-chs-stages-form-6-graduation/
4138,,"NWGDA, Guadalcanal, NURIA",North-West Guadalcanal Development Association,Home Boys,https://www.solomonstarnews.com/nwgda-successfully-host-talent-show/
4139,"North East Guadalcanal, Solomon Islands","Central Honiara, The Royal Solomon Islands Police Force, National Constituencies, Parliament, the National General Election, AC, National Capital and Crime Prevention Simpson Pogeava, the Police Media Unit, AC Poqeava, Central Honiara Constituency, National Parliament Constituencies, the Solomon Islands Electoral Commission",,,https://www.solomonstarnews.com/supporters-urged-to-accept-outcome-of-by-election-results/
4140,,"North East Guadalcanal, Central Honiara Constituencies, Home Affairs, National General Elections",Honiara,,https://www.solomonstarnews.com/public-holiday-for-n-e-guale-central-honiara-constituencies/
4141,,,"Malaita Province, Auki",,https://www.solomonstarnews.com/corruption-consultation-in-malaita/
4142,,"the Royal Solomon Islands Police Force, Gizo Police Station, Police Media Unit","the Western Province, Gizo",,https://www.solomonstarnews.com/suspects-nabbed-over-logging-issue-in-west/
4143,,"the Ministry of Health and Medical Services, MHMS, COVID, Cabinet, the Public Health Emergency Bill, Parliament, the Bills and Legislative Committee, the Legislative Committee, Solomon Islands Government Officials","Honiara, the Western Province, Malaita Province",,https://www.solomonstarnews.com/public-health-emergency-bill-deferred/
4144,"North East Guadalcanal, Central Honiara","Law Enforcement Division of Honiara City Council, Central Honiara, Aiwosuga, the Honiara City Council Executive, HCC, Parliament",,,https://www.solomonstarnews.com/deputy-mayor-appeals-for-trouble-free-polls/
4145,,"the ANZ bank Automatic Teller Machine, ATM, Parliament, Public Solicitor’s Office, Crown","East Honiara, Faiga, Henderson, East of Honiara, North Malaita",Operation Hunt-Man,https://www.solomonstarnews.com/four-years-jail-term-for-robbing-damaging-atm/
4146,"Pacific, the Solomon Islands","Facebook Company, ANDREW FANASIANewsroom, Cabinet, Facebook Company Spokesperson, the Facebook Spokesperson, Solomon Islands Government, ABC News, Facebook Amnesty International’s, The Solomon Islands Chamber of Commerce and Industry, SICCI","Honiara, Solomon Islands, Australia, the Solomon Islands, China, North Korea, Iran","Solomons, If the Solomon Islands Cabinet has any respect for people’s rights",https://www.solomonstarnews.com/facebook-reactions/
4147,North East Guadalcanal,"Central Honiara, the Royal Solomon Islands Police Force Headquarters, the Solomon Islands Electoral Commission, Home Affairs, North East Guadalcanal, Central Honiara Constituencies, the North East Guadalcanal Constituency, Central Honiara Constituency, Tuesday17th, Parliament",Rove,the Ballot Papers,https://www.solomonstarnews.com/venue-for-ballot-counting-confirmed/
4148,,"High Court, Public Solicitor’s Office, Crown, Newsroom","North Malaita, Auki, Kafoasila Village",,https://www.solomonstarnews.com/life-imprisonment-for-agwa/
4149,Airline,"Cabinet, the Oversight Committee, Garuda Airlines","Manila, Honiara, Philippines, Solomon Islands, Indonesia, Fiji, Papua New Guinea",,https://www.solomonstarnews.com/more-repatriation-flight-approved/
4150,Pacific,"Facebook, The International Federation of Journalists, IFJ, Cabinet, Sogavare","Solomon Islands, Honiara, The Solomon Islands, China, Taiwan, Beijing, the Solomon Islands",,https://www.solomonstarnews.com/solomon-islands-cabinet-ready-for-temporary-facebook-ban/
4151,SINU,"Ministerial, the Solomon Islands National University, SINU, Commerce, a Judicial Review of the Hon, the High Court, the Honourable Court, Labour",,SINU,https://www.solomonstarnews.com/sinu-seeks-judicial-review-on-work-permit-issue/
4152,"Peinuna, Hospital","the Royal Solomon Islands Police Force, PPC, Gizo Hospital","Western Province, Patu Village, Ranogga Island",,https://www.solomonstarnews.com/rsipf-arrests-man-for-stabbing/
4153,,"High Court, GG",,,https://www.solomonstarnews.com/in-court-with-assumpta-d35/
4154,,"the Electoral System, Paper, Solomon Islands Electoral Commission Office, the Committee of the Whole House, National Parliament Paper No.15 of 2020, the Solomon Islands Electoral Commission Office, The Electoral Reform Strategic Framework, General Election Report, Rural Constituency Development Fund, the Electoral Reform Strategic Framework","the Solomon Islands, MPs",Annual Report,https://www.solomonstarnews.com/wale-sound-electoral-system-is-good-democracy/
4155,the Central Honiara Constituency,"Central Honiara, the High Court, Central Honiara Constituency, the Solomon Islands Electoral Office",,,https://www.solomonstarnews.com/central-honiara-voters-will-have-to-wait/
4156,"Solomon Islands, Pacific","Australia Pacific Training Coalition (APTC, Solomon Islands Chamber of Commerce and Industry, Solomon Islands Government","Solomon Islands, the Solomon Islands",,https://www.solomonstarnews.com/aptc-partnership-with-si-commended/
4157,,"the Provincial Capital, Makira, the Ministry of Infrastructure Development, MOU","KiraKira, Honiara",,https://www.solomonstarnews.com/kirakira-ramp-to-cost-5million-not-29m/
4158,,"THE Solomon Islands Red Cross Society, SIRCS, Special Development Learning Centre, the British Red Cross Society, Rifle, the Red Cross Society, SINU","West Honiara, China, San Isidro, West Guadalcanal",,https://www.solomonstarnews.com/red-cross-special-development-centre-hosts-gg/
4159,,"the High Court, the Chair of the Solomon Islands Parole Board, the Correctional Services, the National Security Conference Room, National Security and Correctional Services, the Parole Board, the Ministry of Police, the Correctional Services of Solomon Islands, the Correctional Services of the Solomon Islands",Honiara,,https://www.solomonstarnews.com/former-judge-heads-parole-board/
4160,"North East Guadalcanal, White River","the Royal Solomon Island Police Force, Central Honiara, Simpson Pogeava, the State of Public Emergency","Rove, Honiara, Honiara City, West Honiara, Lungga, East Honiara",,https://www.solomonstarnews.com/rsipf-secures-counting-venue-after-by-election/
4161,North East Guadalcanal Constituency,"Central Honiara, North East Guadalcanal Constituencies, Rove Police Headquarter, Cheka, Central Honiara Constituency, the Royal Solomon Islands Police Force, the High Court",Honiara,,https://www.solomonstarnews.com/counting-continues/
4162,,"Paoa FM Buzz Magazine, Manenitoro, Paoa Buzz Magazine, the Music Federation of Solomon Islands, SPC, FaceBook","Shortland, Honiara, Guam",In the Solomon Islands,https://www.solomonstarnews.com/horizon-band-lost-female-vocalist/
4163,"the Central Islands Province, the Pacific Islands","The Ministry of Health and Medical Services, the National Referral Hospital, NRH, the Public Service Commission, MHMS, the University of New South Wales, the Ministry of Health, Northern Territory General Practice Division of Charles Darwin University, the Pacific Community, SPC, the School of Applied Science, Auckland University of Technology, the United Nations Disaster Assessment and Coordination (UNDAC, Oxfam New Zealand, the Tear Fund, Tropical Cyclone Pam, the Ministry of Health and Medical Services, the National Health Strategic Plan, HPV, the National TB (Tuberculosis, the NRH Medical Superintendent","Australia, Malaita province, Tonga, New Zealand, Vanuatu",a Master’s Degree in Health Administration,https://www.solomonstarnews.com/new-nrh-ceo-announced/
4164,"Solomon Islands, Central","the ESP Oversight and Implementing Committee, the Ministry of Finance, Treasury, the Executive Government, Government Trust Accounts, the Economic Stimulus Package",,The Government,https://www.solomonstarnews.com/pressure-mounts-to-disclose-esp-list/
4165,,"Cabinet, Facebook, the Communication and Civil Aviation, Parliament, WILSON SAENI, Auki News Bureau",,,https://www.solomonstarnews.com/suidani-on-proposed-fb-ban/
4166,"North East Guadalcanal, the North East Guadalcanal Constituency","Central Honiara Constituency, Parliament, GPPOL 3, The Royal Solomon Islands Police Force",Honiara,,https://www.solomonstarnews.com/peaceful-by-election/
4167,Priest,,,,https://www.solomonstarnews.com/in-court-with-assumpta-d13/
4168,,"Auki, the Ministry of Traditional Governance, Peace and Ecclesiastical Affairs, the Anglican Church of Melanesia","Malaita Province, Sisikwae Village, West Kwara’ae",,https://www.solomonstarnews.com/families-reconciled/
4169,East,"the Royal Solomon Islands Police Force, the Atori Police Station, Provincial Police, PPC, OIC Atori Police Station Staff","East Malaita, Malaita Province, Kwai Island, East Fataleka, East Kwaio",,https://www.solomonstarnews.com/rsipf-searches-for-missing-child-in-east-malaita/
4170,,Auki Community High School Students,Malaita Province,,https://www.solomonstarnews.com/suidani-you-are-the-future/
4171,,"EIGHTEEN, Innidy Panda, the Public Solicitor’s Office, Solomon Islands Law Reform Commission, Register General, Rano & Company, Lekelalu, JSP Legal Service, Whitlam Togamae Lawyers, Light Lawyers, Bets Legal Service, Harunari, SI Law Reform Commission, the High Court of Solomon Islands, Sogavare","the Solomon Islands, Kama, Weago, Taedi, Olovikabo, Honiara",,https://www.solomonstarnews.com/18-new-lawyers-admitted-to-practice/
4172,,"ISUZU, Malaita Provincial Government, The Malaita Provincial Government, Embassy, Honiara City Council","Solomon Island, Auki, Malaita Province Fredrick Fa’abasua, the Solomon Islands, Japan",,https://www.solomonstarnews.com/malaita-gifted-with-new-garbage-truck/
4173,,"ESP, Livestock Development Authority, LDA",Honiara,,https://www.solomonstarnews.com/is-the-esp-a-total-give-away/
4174,Poha River,"Mangau, the Ministry of Finance","West of Honiara, Alligator Creek, East of Honiara",,https://www.solomonstarnews.com/mangau-no-protest-allowances-to-be-paid-next-week/
4175,,RCDF,"China, Honiara",,https://www.solomonstarnews.com/politicians-1-8m-richer/
4176,"Alligator Creek, Poha River, White River",the Solomon Islands Nurses Association,Honiara,,https://www.solomonstarnews.com/protest-threat/
4177,,,,,https://www.solomonstarnews.com/bech-de-mer-seized/
4178,,"CONTRACTORS, Honiara City Council, HCC, Panatina Wards, HCC Waste Management, the Ministry of Finance, Treasury","Honiara City, Vura",,https://www.solomonstarnews.com/hcc-rubbish-collectors-demand-payment/
4179,,,Honiara,,https://www.solomonstarnews.com/experience-nurses-are-needed/
4180,,"PARLIAMENT, Parliament, the Public Health Emergency Bill, ANDREW FANASIANewsroom Honiara",,,https://www.solomonstarnews.com/parliament-to-resume-next-week/
4181,,"the Honiara City Council, HCC, the HCC’s Finance Office, the HCC finance department, High Court, the Correctional Service of Solomon Islands, CSSI, Public Solicitor’s Office, Crown",Honiara,,https://www.solomonstarnews.com/four-years-in-prison-for-hcc-break-in/
4182,,"THE Ministry of Agriculture and Livestock (MAL, the Ministry of Agriculture and Livestock (MAL, Auki, MOI","Malaita Province, Malaita Outer Islands",,https://www.solomonstarnews.com/agriculture-projects-for-malaita/
4183,Solomon Islands,"the Ministry of Finance, Treasury, Government, Constituency, Constituencies, FISCAL POLICIES, SIG, NEVER EVER, SIG FISCAL POLICIES, PMO, SIG FISCAL POLICIES mechanisms, RURAL, Associations, Urban, Rural Commercial Sectors, the MoFT Treasury","Solomon Islands, 900","SIG ESP TO ADDRESS THE IMPACTS OF THE COVID-19 PANDEMIC, The SIG ESP, as a closed book affair",https://www.solomonstarnews.com/gov-t-under-fire/
4184,"the Solomon Islands, Pacific Island","THE High Court, the Police Prosecutions of the Royal Solomon Islands Police, the Public Solicitor’s Office, Bench, Lawry, the High Court, the National Judiciary by the Government and People of Australia, the High Court of Solomon Islands, the Victoria University of Wellington, LLB, Bar, the Bond University School of Law, Justice, Courts","New Zealand, Solomon Islands, Niue, Samoa, Papua New Guinea, BA, the Solomon Islands, Australia",,https://www.solomonstarnews.com/high-court-welcomes-new-judge/
4185,"Central Honiara, the St Barnabas Provincial Cathedral, Malaita","the National Provident Fund, NPF, the Anglican Church, Kwai-Ngogosila","Malaita, Honiara, Walande, the Solomon Islands",,https://www.solomonstarnews.com/candidate-want-to-build-on-father-s-legacy/
4186,,,Honiara,,https://www.solomonstarnews.com/covid-surge/
4187,,"Community High School, CHS, the Provincial Capacity Development Fund, PCDF, the School Principal Herman Salekai, the Malaita Provincial Government, Virtual Man Engineering Company, the Provincial Assembly, MPA, PARU, Ward 7 Selaga, Provincial Planning, Eastern Region Priston Billy",Malaita Province,,https://www.solomonstarnews.com/fo-ondo-chs-2nd-time-lucky-to-benefit-under-pcdf/
4188,"MoU, the Malaita Out Islands","The Solomon Islands Chamber of Commerce and Industry, SICCI, the Royal Solomon Islands Police Force, SICCI/RSIPF Executive Group, This Executive Group, SICCI Board, NEOC, NDMO, the Traffic Working Group, SICCI Media","Solomon Islands, Honiara City, Burnscreek",,https://www.solomonstarnews.com/sicci-acknowledges-rsipf-s-support-to-our-frontline-workers/
4189,,"the Royal Solomon Islands Police Force, the Kia Police Post","Buala, Isabel Province, Kolopakisa Village, Kia",,https://www.solomonstarnews.com/police-investigate-alleged-defilement-incident-in-isabel-province/
4190,,"Finance, Treasury, the Democratic Coalition Government for Advancement (DCGA, NSO, Census Office","Honiara, the Solomon Islands",2019 Census Project,https://www.solomonstarnews.com/new-record/
4191,,"the Provincial Police, PPC, Kubokale Sarapaito Tribesmen, Shalom Company, Customary Land Appeal Court, CLAC, Gizo Hospital, Gizo Police","South Vella, Western Province, Kuava",,https://www.solomonstarnews.com/logging-row/
4192,Central,"the Guadalcanal Police Station, SIBC, Facebook, the Prime Suspect, Town, the Central Police Patrol, CID, Town Bulaia, the RSIPF Professional Standard Internal Investigation (PSII","Henderson, China, Bulaia",,https://www.solomonstarnews.com/police-officer-nabbed-for-drink-driving-speaks-out/
4193,Central Islands Provinces,"The Ministry of Health and Medical Services, the Health Facility Readiness and Service Availability Assessment ( HFRSA, Area Health Centers, AHC, the United Nations Population Fund, the Solomon Islands Government, National Health Strategic Plan, the Ministry of Health and Medical Services, MHMS, the United National Population Fund, UNFPA, the MHMS Research Department, Guadalcanal, Honiara City Council, National Referral Hospital, Bellona Provinces","Australia, Isabel",,https://www.solomonstarnews.com/assessment-on-health-facility-readiness-service-availability-in-progress/
4194,,"Hon, Finance, Economic Stimulus Package, PS Finance, the PS Finance, Northeast Guadalcanal Constituency",,,https://www.solomonstarnews.com/dentana-when/
4195,,the Ministry of Education and Human Resources Development,,,https://www.solomonstarnews.com/fake-exams-paper-sold/
4196,Poha River,"the National Referral Hospital, NRH, the Ministry of Public Service, the Commissioner of Police, The Ministry of Health and Medical Services",,,https://www.solomonstarnews.com/frontline-groups-urge-government-to-honor-allowance-commitments/
4197,"North East Guadalcanal, North East Guadalcanal Constituency","Hon, ESP Payment, the High Court, the Bank of the South Pacific., Financial Controller, the Ministry of Rural Development, Central Honiara Constituency, Robertson Galokale of South Choiseul",,,https://www.solomonstarnews.com/wale-questions-esp-payment-to-n-e-guadalcanal/
4198,,"the Royal Solomon Island Police Force, Oversight Committee, SOPE, the RSIPF Executive, the Office of the Prime, the Ministry of Finance, Treasury, Mangau","Honiara, Papua New Guinea",,https://www.solomonstarnews.com/rsipf-commissioner-clarifies-no-threat-of-protest-by-officers/
4199,,"Ministry of Finance, Treasury, the Director of Economic Reform Unit, ERU, ESP, the Investment Division, Price Control, the Ministry of Commerce",,,https://www.solomonstarnews.com/ps-finance-refutes-tsi-article-on-esp/
4200,,"Mangau, the Honiara Magistrates Court","Mamara, Northwest Guadalcanal",The Police Officer,https://www.solomonstarnews.com/men-charged-over-retaliation-attack-on-police-officer/
4201,,"St Stephen Pamua College, Guadalcanal, Kira Kira Hospital, the National Referral Hospital, NRH, the Pamua Rural Training Centre, RTC","Makira Ulawa Province, Honiara",,https://www.solomonstarnews.com/student-bullied-cuts-himself-hospitalised/
4202,,"the Solomon Islands Nurse Association, Procession, SINA, The SINA Office, the National Referral Hospital","Honiara, Guadalcanal Province",covid-19 SOPE,https://www.solomonstarnews.com/protest-on-hold/
4203,,the Australian Government,"Western Province, Gizo",,https://www.solomonstarnews.com/gizo-market-to-close-for-weekend-clean-up/
4204,,Hon,,,https://www.solomonstarnews.com/wale-questions-government-over-status-of-allowances-for-front-liners/
4205,,"the Royal Solomon Islands Police Force, the Australian Government, the Solomon Island Police Development Program, SIPDP, The Solomon Islands Government’s Information and Communication Technology Support Unit, SIG, Mangau, the RSIPF Executive, ICTSU",Honiara,,https://www.solomonstarnews.com/rsipf-executive-to-benefit-from-it-equipment-for-covid-19-operation/
4206,,"MAN, Public Solicitor’s Office, Crown","East Honiara, Burns Creek, Solodia, Poha, West of Honiara, Alligator Creek, East of Honiara",the Government of the day,https://www.solomonstarnews.com/300-fine-without-conviction-for-breaching-lockdown/
4207,,"the Ministry of Lands, Housing and Survey, PNG, the Guadalcanal Provincial Government, Honiara City Council, Norfolk Island Administration, Land Use & Environment, the Ministry of Lands, Housing & Survey, Sydney Institute of TAFE, Land Title Searching, Regional Planning, University of New England, NSW, Social Science (International Development, RMIT University, PS, the Ministry of Public Service Nego Sisiolo, the Public Service Commission, PSC, Solomon Islands Chamber of Commerce and Industry (SICCI, the SICCI Board, the Land Board","Scotland, United Kingdom, UK, Papua New Guinea, Camberwell, Melbourne, Victoria",,https://www.solomonstarnews.com/new-lands-chief/
4208,,"Oversight Committee, the World Health Organization, GeneXpert","the Solomon Islands, Philippines, Australia, New Zealand",,https://www.solomonstarnews.com/dr-rogers-covid-machines-reliable/
4209,,"Station (QS, Isolation, CCTV, QC",,,https://www.solomonstarnews.com/national-security-at-stake-installation-of-cctv-soon/
4210,,Sogavare,,,https://www.solomonstarnews.com/pm-assures-the-country/
4211,,"Bina Tuna Processing Plan Project, the Solomon Water Auki Water Supply Upgrade Project, the Ministry of Fisheries, Marine Resources, MFMR","Auki, Malaita Province, Auki and Bina",,https://www.solomonstarnews.com/suidani-calls-on-solomon-water-to-support-bina-project/
4212,,the Solomon Islands Nurses Association,,,https://www.solomonstarnews.com/call-to-revive-dialogue-on-nurses-stand-off/
4213,,"Ministry of Education and Human Resource Development, Cabinet",,,https://www.solomonstarnews.com/2021-scholarship-available/
4214,,"the Public Service, the High Court, C & F Fishing Ltd, DPP, Justice, the High Court of Solomon Islands","North Guadalcanal, the United States of America, Legal, the Solomon Islands, the Solomon Islands Judiciary",the Jeanette Diana,https://www.solomonstarnews.com/justice-mwanesalua-retires/
4215,,"Solomon Islands Nursing Association, the ‘Nurses Solidarity Members’, the Solomon Islands Nurses Association, the Public Service, National Referral Hospital, NRH, the Prime Ministers Office",,,https://www.solomonstarnews.com/nurses-unhappy/
4216,,"the Ministry of Health and Medical Services, PS, the National Referral Hospital, NRH",Honiara,,https://www.solomonstarnews.com/govt-fast-track-nurse-recruitment/
4217,"the Central Honiara, North East Guadalcanal",Ministry of Education and Human Resource Development,,,https://www.solomonstarnews.com/2020-national-exams-set/
4218,,"the Oversight Committee, the National Referral Hospital, NRH",,,https://www.solomonstarnews.com/dr-rodgers-nurses-nation-needs-you/
4219,,"Unlicensed Financial Institution, the Financial Institution Act, Iomea, the High Court, the Honiara Magistrate’s Court, Rove Correctional Centre, DNS & Partners, Tauohu","Sworn Statements, Pacifica",,https://www.solomonstarnews.com/one-link-boss-refused-bail-again/
4220,Kware River,"CHIA Tai Enterprises Ltd, Abarafi Tribal Landowners Association Incorporation, Chia Tai Enterprises Ltd, Abarafi Ano, Abarafi Development Company Limited, the Abarafi Ano, Abarafi Langi, Royalties, Abarafi Ano Customary Land, Land and Abarafi Langi Customary Land, MOU, Abarafi Ano Customary Land concession, Felling, the Ministry of Forestry, the Abarafi Customary Land, Abarafi Development Company Ltd","Abarafi, Loma, West Kwara’ae, Malaita province, Papua New Guinea","Felling License, the Felling License No, The Abarafi Langi",https://www.solomonstarnews.com/logger-clarifies-abarafi-logging-issue/
4221,,,Honiara,Malaita,https://www.solomonstarnews.com/the-lucky-rural-teacher/
4222,Central Honiara,"the Honiara High School Hall, Central, Central Honiara, the Central Bank of Solomon Islands, GIS, the Ministry of Health and Medical Service, Boys & Girls Brigade",,,https://www.solomonstarnews.com/firisua-pledges-to-fight-for-children-s-issues/
4223,the Kukum Area,"KOSSA Technical, Saint Kentigern College, Kings U19 Club, Waikato University, Media and Communication Studies, Central United, Kuks, Alex, Digital, Solbrew Company, Paoa FM for the Change Makers Program","New Zealand, Honiara",,https://www.solomonstarnews.com/a-change-maker-story/
4224,,"MPA, Ward 20 Jimmy Rerehe","Auki, Malaita province’s",,https://www.solomonstarnews.com/mpas-reconciled/
4225,,"Ministry of Health and Medical Services, the Solomon Islands Nursing council, the National Nursing Administration, Nursing Council of Solomon Islands, Solomon Islands Nurses Association","Solomon Island, Togamana","A Voice to Lead, Nursing the World to Health",https://www.solomonstarnews.com/togamana-si-needs-advanced-nursing-practice/
4226,Auki,"the Fisheries Management Ordinance, Ministry of Provincial Government and Institutional Strengthening, Auki, betel nut, Suidani, Assembly, the Malaita Chazon Authority Ordinance","the Malaita province Business License Ordinance, Auki",,https://www.solomonstarnews.com/mara-to-introduce-new-ordinances/
4227,,"Parliament, Guadalcanal, Marine Board of Inquiry, Passenger/Cargo, The Board of the West Are’Are Shipping Community Company Ltd, Infrastructure Development",,,https://www.solomonstarnews.com/community-leader-urges-tabling-of-mv-taimareho-report-in-parliament/
4228,,"THE Civil Aviation Authority, CAASI, the Ministry of Communication and Aviation, USB, the New Zealand High Commission Office, Ag, The New Zealand High Commission, the Civil Aviation Authority","Solomon Islands, the Solomon Islands, Provinces, Honiara, Airways New Zealand",,https://www.solomonstarnews.com/nz-assistance-for-cassi-hailed/
4229,,"the Ministry of Health Pauline McNeil, Rotavirus, Ministry of Health and Medical Service, GAVI, International Organization, UNICEF, WHO, Guadalcanal",Honiara,,https://www.solomonstarnews.com/health-workers-commended-for-successful-rotavirus-rollout/
4230,,"the Provincial Assembly, MPA, the Malaita Provincial Assembly, Sunday School",Malaita Province,,https://www.solomonstarnews.com/mpa-wants-discretionary-fund-considered/
4231,,,Honiara,,https://www.solomonstarnews.com/front-liners-uneasy/
4232,Pacific,"Royal Australian Airforce, the Forum Fisheries Agency, Kurukuru","Solomon Islands, the Solomon Islands",FFA,https://www.solomonstarnews.com/journos-on-aerial-surveillance-trip/
4233,Malaita,"Province Assembly, the national Government through the Ministry of Infrastructure and Development, MID, MPA, the National Government through MID","MALAITA Province, Malaita, East Malaita, Auki, Malaita Province",,https://www.solomonstarnews.com/suidani-responds-to-road-status/
4234,,"the Provincial Assembly Chamber, Solomon Islands Government, the Malaita Provincial Government, World Bank","Malaita Province, Auki, Auki, Malaita Province, Honiara",,https://www.solomonstarnews.com/malaita-hails-cause-project/
4235,,"GBR, Chengs","Philippines, East Honiara",,https://www.solomonstarnews.com/students-quarantined-at-gbr-released-soon/
4236,,AG,"Auckland, Honiara",,https://www.solomonstarnews.com/poor-attitude-puts-country-at-risk/
4237,,"RN, the Ministry of Health, the National Referral Hospital",,,https://www.solomonstarnews.com/pm-congratulates-rns/
4238,,"the Malaita Provincial Police, PPC, The Opposition Leader","Auki, the Solomon Islands, PPC Riolo’s",,https://www.solomonstarnews.com/wale-condemns-bribery-attempt-on-malaita-ppc/
4239,Malaita Provincial,the Malaita Alliance for Rural Advancement,"Malaita Province, Auki, Malaita province",,https://www.solomonstarnews.com/let-s-put-our-people-first-suidani/
4240,,"the Royal Solomon Islands Police Force, Police Media Unit, PPC, Superintendent, the Naha Police Station, the National Referral Hospital, NRH","Borderline, East Honiara, Honiara City",,https://www.solomonstarnews.com/21-yr-old-nabbed-for-stabbing-in-honiara/
4241,,"PM Press Secretariat
 
",,,https://www.solomonstarnews.com/covid-is-not-a-game/
4242,,"the Isolation Unit of the National Referral Hospital, PM Sogavare, COVID, SSPM","Philippines, Auckland, Italy, France, England, Switzerland, Japan, South Korea, Samoa, Australia, New Zealand",,https://www.solomonstarnews.com/covid-free/
4243,,,Honiara,,https://www.solomonstarnews.com/covid-is-back/
4244,,"The Office of the Malaita Premier, Auki, the Solomon Islands Maritime Authority, Honiara Auki","Auki, Honiara",,https://www.solomonstarnews.com/no-lock-down-for-auki/
4245,,"Solomon Islands Planned Parenthood Association, SIPPA, WHO (World Health Organization, Adolescence Health Coordinator, the Comprehensive Sexual Education","Honiara, Western Province, Noro, Gizo",,https://www.solomonstarnews.com/sippa-undergo-training-in-west/
4246,,COVID,Solomon Islands,,https://www.solomonstarnews.com/djokovic-on-policy-direction/
4247,,,,,https://www.solomonstarnews.com/four-red-flagged/
4248,,SOP,"England, UK, Italy, France, Geneva",,https://www.solomonstarnews.com/risk-profiles-arrive/
4249,,,"Taiwan, Honiara",,https://www.solomonstarnews.com/students-stranded/
4250,,"Link Pacifica, the High Court, the Honiara Magistrate’s Court, Tauohu, Unlicensed Financial Institution, the Financial Institution Act, Rodgers Tovosia, DNS & Partners, Crown",Pacifica,,https://www.solomonstarnews.com/one-link-second-bail-ruling-monday/
4251,,"MAKIRA Ulawa, Ward 5, the Maetawa Community Health Centre Building, the National Parliament for West Makira",West Makira,,https://www.solomonstarnews.com/maka-a-assures-arosi-2-of-better-services/
4252,,"High Court, the High Court, Fox Wood, Guadalcanal, the Office of the Director of Public Prosecution, Fredric Samson Belia, The Public Solicitor’s Office, the Office of the Director of Public Prosecutions, Crown, Magistrates, Magistrates Court","West Honiara, Lambi, Walehi Village, Bobongi",,https://www.solomonstarnews.com/in-court-with-assumpta-d68/
4253,,"THE Makira Ulawa Provincial Government, the Communications Unit of, the Provincial Disaster Organizing Committee, Makira Ulawa Province, Chiefs, Community Leaders, Non-Governmental Organizations, Business Houses and Government Officers, the Provincial Government of Unity, Reform and Advancement, the Provincial Capacity, the Makira Ulawa Provincial Government, Kira Kira Office, the Adaption Policy Measures","Solomon Islands, the Solomon Islands, Province",Makira Ulawa Province,https://www.solomonstarnews.com/mup-gov-t-issues-immediate-response-measures/
4254,Pacific,"THE High Court of the Solomon Islands, the Pacific Judicial Strengthening Initiative, the Federal Court of Australia, the Honourable Magistrate Greg Benn, the Magistrates Court of Western Australia, PJSI, the New Zealand Ministry of Foreign Affairs and Trade","the Solomon Islands, New Zealand",,https://www.solomonstarnews.com/national-judicial-workshop/
4255,Central Islands,"RN, the St. Barnabas Cathedral, the Ministry of Health and Medical Service Officials, Solomon Islands Nursing Council, Health and Medical Services, Hon, the National Administration, the Nursing Council of Solomon Islands, Solomon Islands National University, Pacific Adventist University, National Referral Hospital, Atoifi Adventist Hospital, Honiara City Council Health Services, Guadalcanal, Malaita, Makira Ulawa, Rennell Bellona Provincial Health, the World Health Organization, the National Referral Hospital, Sustainable Development Goals, the Solomon Islands National University, Friends",Honiara,As the WHO Director-General Dr. Tedros Ghebreyesus,https://www.solomonstarnews.com/79-graduate-to-rns/
4256,"West Makira, Marou Bay, Ulawa Island","Maka’a, COVID, Maetawa Community Health Centre Building, the Provincial Capital, Ugi, Namuga, Provincial Government, the National Government, Executive, the Provincial Disaster Operations Committee","West Makira, Santa Anna, East Makira Constituency, Arona, Santa Anna Island, Honiara",the Corona Virus Disease,https://www.solomonstarnews.com/mup-gov-t-sets-measures-for-covid/
4257,the Anthony Saru Building,"the Solomon Islands Independent Commission Against Corruption, SIICAC Office, Director-General, JLSC, the National Anti-Corruption Strategy, National Government Policies, UNCAC","Vururua Village, Honiara, the Solomon Islands",Small Ngella,https://www.solomonstarnews.com/siicac-director-general-john-kouni-s-first-day-at-work/
4258,,"the Royal Solomon Islands Police Force, -16, Harness, Rescue Department","Honiara, Carabina, Ropes",,https://www.solomonstarnews.com/rsipf-fire-rescue-officers-trained-on-high-and-low-angle-rescue/
4259,,,,,https://www.solomonstarnews.com/call-to-staff-clinic/
4260,,Sogavare,,,https://www.solomonstarnews.com/pm-calls-for-continuous-support-to-fight-covid/
4261,,"Firisua, Central Honiara, Suidani, Honiara High School, the Solomon Islands Country Program, Plan International, the Central Bank of Solomon Islands, GIS, the Ministry of Health and Medical Service, Boys & Girls Brigade",Honiara,,https://www.solomonstarnews.com/not-suidani-but-mrs-kauhue/
